,Attr 4,Attr 4_ClampedValues,Attr 4_ClampedNormalizedValues,Attr 5,Attr 5_ClampedValues,Attr 5_ClampedNormalizedValues,Attr 6,Attr 6_ClampedValues,Attr 6_ClampedNormalizedValues,Attr 7,Attr 7_ClampedValues,Attr 7_ClampedNormalizedValues,Attr 8,Attr 8_ClampedValues,Attr 8_ClampedNormalizedValues,Attr 9,Attr 9_ClampedValues,Attr 9_ClampedNormalizedValues,Attr 10,Attr 10_ClampedValues,Attr 10_ClampedNormalizedValues,Attr 11,Attr 11_ClampedValues,Attr 11_ClampedNormalizedValues,Attr 12,Attr 12_ClampedValues,Attr 12_ClampedNormalizedValues,Labels
0,-1.408395301,-1.408395301,0.35363216451863794,7.246530844,7.246530844,0.8569381439758016,9.63853598,9.63853598,0.9495441519465435,0.297901821,0.297901821,0.5884311568037504,0.04799355,0.04799355,0.498324829003381,0.068373935,0.068373935,0.5091208927350092,0.944100408,0.944100408,0.9730178610200511,0.59520325,0.59520325,0.7881972134438675,218.5300301,218.5300301,0.5816179062461967,X
1,-1.004670838,-1.004670838,0.43087678119523587,7.198880865,7.198880865,0.8527742871709508,9.274544097,9.274544097,0.915487291713593,-0.886493018,-0.886493018,0.34896257145929455,-0.427310766,-0.427310766,0.24654275091928549,0.04799355,0.04799355,0.498324829003381,0.563775162,0.563775162,0.7715488703918978,0.894628008,0.894628008,0.946810937875243,597.2286454,597.2286454,0.7222944735888801,X
2,-2.618999166,-2.618999166,0.12200728153716522,5.342282343,5.342282343,0.6905368517734362,0.375135749,0.375135749,0.0828151349452278,-0.098468712,-0.098468712,0.5082904067056845,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,-0.427310766,-0.427310766,0.24654275091928549,0.068373935,0.068373935,0.5091208927350092,0.944100408,0.944100408,0.9730178610200511,377.771683,377.771683,0.6407719886824391,Y
3,-2.035726812,-2.035726812,0.23360480294568814,6.356186318,6.356186318,0.77913607163393,0.6198230379999999,0.6198230379999999,0.10570927404956752,-1.160188866,-1.160188866,0.29362498016199645,-0.80639621,-0.80639621,0.0457305183163903,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,0.04799355,0.04799355,0.498324829003381,0.563775162,0.563775162,0.7715488703918978,262.4089917,262.4089917,0.597917785482775,Y
4,-1.149173223,-1.149173223,0.4032291344432005,7.428148285,7.428148285,0.8728086445186752,9.011427156,9.011427156,0.8908687842603418,1.31815055,1.31815055,0.7947116232395797,-0.501087292,-0.501087292,0.20746124796464938,-0.80639621,-0.80639621,0.0457305183163903,-0.427310766,-0.427310766,0.24654275091928549,0.068373935,0.068373935,0.5091208927350092,-148.91191709999995,-148.91191709999995,0.4451228948005936,Z
5,1.353257326,1.353257326,0.8820192654175367,4.196749429,4.196749429,0.5904353382105584,1.784057209,1.784057209,0.21464071535913082,0.8840687779999999,0.8840687779999999,0.7069461716842351,0.032487103,0.032487103,0.4901106274530612,-0.501087292,-0.501087292,0.20746124796464938,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,0.04799355,0.04799355,0.498324829003381,258.3720545,258.3720545,0.5964181695746891,Z
6,-0.725382237,-0.725382237,0.4843130797194309,7.648483612000001,7.648483612000001,0.8920624777822315,8.929193856,8.929193856,0.8831746346504332,-0.040586593,-0.040586593,0.5199933867400895,0.568347843,0.568347843,0.7739711482586017,0.032487103,0.032487103,0.4901106274530612,-0.80639621,-0.80639621,0.0457305183163903,-0.427310766,-0.427310766,0.24654275091928549,-410.3864847,-410.3864847,0.34799197556488115,Z
7,-0.8679222959999999,-0.8679222959999999,0.4570408848747141,8.059179607999999,8.059179607999999,0.9279508318499117,8.847776974,8.847776974,0.8755568731003038,0.299592814,0.299592814,0.5887730526717526,0.860887304,0.860887304,0.9289375370178008,0.568347843,0.568347843,0.7739711482586017,-0.501087292,-0.501087292,0.20746124796464938,-0.7796704190000001,-0.7796704190000001,0.05988792225719769,-57.48916761,-57.48916761,0.47908403977360836,X
8,0.986648926,0.986648926,0.811876066469444,-1.562254223,-1.562254223,0.08718922879380134,2.957233424,2.957233424,0.32440881802552146,0.647575835,0.647575835,0.6591305035984365,0.89546482,0.89546482,0.9472542207515671,0.860887304,0.860887304,0.9289375370178008,0.032487103,0.032487103,0.4901106274530612,-0.80639621,-0.80639621,0.0457305183163903,295.6485148,295.6485148,0.6102653933717331,X
9,-0.842755556,-0.842755556,0.4618560381846081,8.038127626,8.038127626,0.9261112205773381,9.024365021,9.024365021,0.8920793141666302,1.099154572,1.099154572,0.7504336043552154,0.581759336,0.581759336,0.7810755936929881,0.89546482,0.89546482,0.9472542207515671,0.568347843,0.568347843,0.7739711482586017,-0.501087292,-0.501087292,0.20746124796464938,40.78772695,40.78772695,0.5155913192228545,Y
10,1.471004661,1.471004661,0.9045478674476941,-1.359544809,-1.359544809,0.10490283519205801,3.092100725,3.092100725,0.3370276621115371,0.08352376,0.08352376,0.5450868181540633,0.104021224,0.104021224,0.5280042653456721,0.581759336,0.581759336,0.7810755936929881,0.860887304,0.860887304,0.9289375370178008,0.032487103,0.032487103,0.4901106274530612,49.84783424,49.84783424,0.5189569105976841,X
11,1.232322689,1.232322689,0.8588808367759498,3.65700491,3.65700491,0.5432701781100888,2.045537072,2.045537072,0.23910604979056382,-0.988884585,-0.988884585,0.3282603842381866,-0.472505599,-0.472505599,0.22260177544662924,0.104021224,0.104021224,0.5280042653456721,0.89546482,0.89546482,0.9472542207515671,0.568347843,0.568347843,0.7739711482586017,826.0330393999999,826.0330393999999,0.8072892832882619,X
12,0.721295268,0.721295268,0.7611059411130743,4.144878602,4.144878602,0.5859026458461571,2.00211529,2.00211529,0.235043295565246,-0.967718721,-0.967718721,0.3325398350959365,-0.773372724,-0.773372724,0.06322398860640344,-0.472505599,-0.472505599,0.22260177544662924,0.581759336,0.581759336,0.7810755936929881,0.860887304,0.860887304,0.9289375370178008,842.2175557,842.2175557,0.8133014050790481,X
13,-1.701980412,-1.701980412,0.2974605141989211,8.146370801,8.146370801,0.9355699672601518,9.156838625,9.156838625,0.9044741922578631,-2.014967321,-2.014967321,0.12080036065031896,-0.803181653,-0.803181653,0.04743335966315343,-0.773372724,-0.773372724,0.06322398860640344,0.104021224,0.104021224,0.5280042653456721,0.89546482,0.89546482,0.9472542207515671,-300.26537189999993,-300.26537189999993,0.38889907032251136,Z
14,-2.88904148,-2.88904148,0.07034007545212917,5.983770648999998,5.983770648999998,0.746592814529899,1.010967308,1.010967308,0.14230664436595292,-1.211778256,-1.211778256,0.28319430465135836,-0.565783032,-0.565783032,0.17319009301812383,-0.803181653,-0.803181653,0.04743335966315343,-0.472505599,-0.472505599,0.22260177544662924,0.581759336,0.581759336,0.7810755936929881,-542.4344617,-542.4344617,0.29893962792376305,Y
15,0.818304101,0.818304101,0.7796666447762781,-1.4892270930000002,-1.4892270930000002,0.0935706484412101,2.458837883,2.458837883,0.27777649441251734,1.0525450790000002,1.0525450790000002,0.741009796529646,-0.066865016,-0.066865016,0.4374810128213305,-0.565783032,-0.565783032,0.17319009301812383,-0.773372724,-0.773372724,0.06322398860640344,0.104021224,0.104021224,0.5280042653456721,-114.0490358,-114.0490358,0.45807353753023294,Z
16,1.199301925,1.199301925,0.8525629727590042,-1.776914969,-1.776914969,0.06843126443107989,2.761725184,2.761725184,0.30611611119592946,1.402231252,1.402231252,0.8117116017093514,0.489822965,0.489822965,0.7323743095626534,-0.066865016,-0.066865016,0.4374810128213305,-0.803181653,-0.803181653,0.04743335966315343,-0.472505599,-0.472505599,0.22260177544662924,342.2172913,342.2172913,0.6275644680413854,Y
17,0.5125018720000001,0.5125018720000001,0.7211574928105371,4.269415021,4.269415021,0.5967851651376113,2.132984697,2.132984697,0.2472880771417849,1.611415309,1.611415309,0.8540057831401808,0.8509991140000001,0.8509991140000001,0.9236994843789303,0.489822965,0.489822965,0.7323743095626534,-0.565783032,-0.565783032,0.17319009301812383,-0.773372724,-0.773372724,0.06322398860640344,231.6253582,231.6253582,0.5864824759354067,Y
18,0.422293891,0.422293891,0.7038979964160497,-1.768439834,-1.768439834,0.06917185759150452,2.458060636,2.458060636,0.27770377138301644,1.036517937,1.036517937,0.7377693256195437,0.973592846,0.973592846,0.988640835769993,0.8509991140000001,0.8509991140000001,0.9236994843789303,-0.066865016,-0.066865016,0.4374810128213305,-0.803181653,-0.803181653,0.04743335966315343,-537.1037564,-537.1037564,0.30091984462596943,Z
19,-1.987908066,-1.987908066,0.24275396541475958,8.399440871,8.399440871,0.9576843008902578,8.725311409,8.725311409,0.8640983960700501,0.068467423,0.068467423,0.5420426308584623,0.687864787,0.687864787,0.8372826384210021,0.973592846,0.973592846,0.988640835769993,0.489822965,0.489822965,0.7323743095626534,-0.565783032,-0.565783032,0.17319009301812383,382.8215805,382.8215805,0.6426478926784693,X
20,-1.075120726,-1.075120726,0.4173976014768911,7.511973003,7.511973003,0.8801336030975445,8.831605616000001,8.831605616000001,0.8740438017794717,-0.096314681,-0.096314681,0.5087259225821245,0.194999216,0.194999216,0.5761978691371391,0.687864787,0.687864787,0.8372826384210021,0.8509991140000001,0.8509991140000001,0.9236994843789303,-0.066865016,-0.066865016,0.4374810128213305,-111.3026753,-111.3026753,0.45909373816529325,X
21,0.906204149,0.906204149,0.79648456426315,-1.894549391,-1.894549391,0.058151870844581594,2.994983801,2.994983801,0.32794092786993295,-0.170545378,-0.170545378,0.49371748163456736,-0.416926432,-0.416926432,0.25204362500358335,0.194999216,0.194999216,0.5761978691371391,0.973592846,0.973592846,0.988640835769993,0.489822965,0.489822965,0.7323743095626534,197.34572340000003,197.34572340000003,0.573748493928093,Y
22,0.08690881800000001,0.08690881800000001,0.6397287577961501,4.553879908,4.553879908,0.6216429107302386,1.414444459,1.414444459,0.1800579393276487,-0.358389387,-0.358389387,0.4557379687057195,-0.749569405,-0.749569405,0.07583327684842023,-0.416926432,-0.416926432,0.25204362500358335,0.687864787,0.687864787,0.8372826384210021,0.8509991140000001,0.8509991140000001,0.9236994843789303,-493.2450742,-493.2450742,0.3172121905992493,Z
23,-0.968601313,-0.968601313,0.43777796476887526,7.715956175,7.715956175,0.8979585158599872,8.832363134,8.832363134,0.8741146788672718,-0.642060538,-0.642060538,0.3983835063286646,-0.856340551,-0.856340551,0.019273594736675337,-0.749569405,-0.749569405,0.07583327684842023,0.194999216,0.194999216,0.5761978691371391,0.973592846,0.973592846,0.988640835769993,610.9804528,610.9804528,0.7274029080579557,X
24,-1.32999135,-1.32999135,0.36863319540966366,7.65629408,7.65629408,0.8927449895275329,9.193769185,9.193769185,0.9079295960154369,-0.44611396,-0.44611396,0.43800124890204895,-0.525517883,-0.525517883,0.19451967608377757,-0.856340551,-0.856340551,0.019273594736675337,-0.416926432,-0.416926432,0.25204362500358335,0.687864787,0.687864787,0.8372826384210021,327.4036209,327.4036209,0.62206157941855,Y
25,-2.35120268,-2.35120268,0.17324479326656944,5.497054519,5.497054519,0.7040614994598318,0.8379151840000001,0.8379151840000001,0.12611504154363615,-1.650177436,-1.650177436,0.19455593170859226,-0.064926871,-0.064926871,0.43850770279510365,-0.525517883,-0.525517883,0.19451967608377757,-0.749569405,-0.749569405,0.07583327684842023,0.194999216,0.194999216,0.5761978691371391,263.3534917,263.3534917,0.598268642371306,Z
